Ref,Val,Package,PosX,PosY,Rot,Side
"R104","75R0","R_0402_1005Metric",4.791978,3.180305,90.000000,top
"R105","75R0","R_0402_1005Metric",4.750978,3.180305,90.000000,top
"R106","75R0","R_0402_1005Metric",4.710978,3.180305,90.000000,top
"R107","75R0","R_0402_1005Metric",4.795978,1.998305,90.000000,top
"R108","75R0","R_0402_1005Metric",4.754049,1.999085,90.000000,top
"R109","75R0","R_0402_1005Metric",4.709978,1.997305,90.000000,top
"R110","75R0","R_0402_1005Metric",4.664978,1.997305,90.000000,top
"R111","75R0","R_0402_1005Metric",6.120978,4.013305,0.000000,top
"R112","75R0","R_0402_1005Metric",6.120978,3.971305,0.000000,top
"R113","75R0","R_0402_1005Metric",6.120978,3.916305,0.000000,top
"R114","75R0","R_0402_1005Metric",6.120978,3.868305,0.000000,top
"R115","75R0","R_0402_1005Metric",5.406693,3.125988,90.000000,top
"R116","75R0","R_0402_1005Metric",5.365693,3.125988,90.000000,top
"R117","75R0","R_0402_1005Metric",5.322346,3.125988,90.000000,top
"R118","75R0","R_0402_1005Metric",5.279693,3.127894,90.000000,top
"R119","75R0","R_0402_1005Metric",5.654213,2.030441,90.000000,top
"R120","75R0","R_0402_1005Metric",5.612213,2.030441,90.000000,top
"R121","75R0","R_0402_1005Metric",5.570213,2.030346,90.000000,top
"R122","75R0","R_0402_1005Metric",5.527307,2.030346,90.000000,top
"R123","75R0","R_0402_1005Metric",5.752978,3.997305,0.000000,top
"R124","75R0","R_0402_1005Metric",5.751978,3.953305,0.000000,top
"R125","75R0","R_0402_1005Metric",6.120978,3.818305,0.000000,top
"R126","75R0","R_0402_1005Metric",6.120978,3.764305,0.000000,top
"R127","75R0","R_0402_1005Metric",6.150394,3.113583,90.000000,top
"R128","75R0","R_0402_1005Metric",6.109394,3.113583,90.000000,top
"R129","75R0","R_0402_1005Metric",6.068394,3.113394,90.000000,top
"R130","75R0","R_0402_1005Metric",6.027299,3.113488,90.000000,top
"R131","75R0","R_0402_1005Metric",6.406978,2.020305,90.000000,top
"R132","75R0","R_0402_1005Metric",6.363978,2.020305,90.000000,top
"R133","75R0","R_0402_1005Metric",6.319978,2.020211,90.000000,top
"R134","75R0","R_0402_1005Metric",6.276978,2.021116,90.000000,top
"R135","1K0","R_0402_1005Metric",12.468898,4.264173,180.000000,top
"R136","1K0","R_0402_1005Metric",6.206693,4.295276,180.000000,top
"R137","1K0","R_0402_1005Metric",9.298228,4.245276,180.000000,top
"R138","100R0","R_0402_1005Metric",7.413780,5.874213,-90.000000,top
"R139","100R0","R_0402_1005Metric",7.413780,5.776961,90.000000,top
"R140","100R0","R_0402_1005Metric",7.413780,5.679996,90.000000,top
"R141","100R0","R_0402_1005Metric",7.413780,5.580898,90.000000,top
"R142","100R0","R_0402_1005Metric",7.241528,5.254756,0.000000,top
"R143","100R0","R_0402_1005Metric",7.144283,5.254756,0.000000,top
"R144","100R0","R_0402_1005Metric",7.043858,5.254756,0.000000,top
"R145","100R0","R_0402_1005Metric",6.946150,5.254756,0.000000,top
"R146","2K0","R_0603_1608Metric",7.591378,3.533024,90.000000,top
"R147","2K0","R_0603_1608Metric",8.881378,3.798020,180.000000,top
"R148","10K0","R_0402_1005Metric",9.807457,4.303610,-90.000000,top
"R149","75R0","R_0402_1005Metric",7.539283,3.900020,180.000000,top
"R150","75R0","R_0402_1005Metric",7.539283,3.952461,180.000000,top
"R151","75R0","R_0402_1005Metric",7.539283,4.003020,180.000000,top
"R152","75R0","R_0402_1005Metric",7.538378,4.045020,180.000000,top
"R153","75R0","R_0402_1005Metric",7.201378,3.186925,90.000000,top
"R154","75R0","R_0402_1005Metric",7.157378,3.186925,90.000000,top
"R155","75R0","R_0402_1005Metric",7.113378,3.186925,90.000000,top
"R156","75R0","R_0402_1005Metric",7.069378,3.186925,90.000000,top
"R157","75R0","R_0402_1005Metric",7.166378,2.004114,90.000000,top
"R158","75R0","R_0402_1005Metric",7.123378,2.004114,90.000000,top
"R159","75R0","R_0402_1005Metric",7.079378,2.004114,90.000000,top
"R160","75R0","R_0402_1005Metric",7.035378,2.003020,90.000000,top
"R161","75R0","R_0402_1005Metric",7.245378,4.060020,180.000000,top
"R162","75R0","R_0402_1005Metric",7.244283,4.101020,180.000000,top
"R163","75R0","R_0402_1005Metric",7.244283,4.142020,180.000000,top
"R164","75R0","R_0402_1005Metric",7.245378,4.185020,180.000000,top
"R165","75R0","R_0402_1005Metric",7.948378,3.181020,90.000000,top
"R166","75R0","R_0402_1005Metric",7.907378,3.181020,90.000000,top
"R167","75R0","R_0402_1005Metric",7.866378,3.181020,90.000000,top
"R168","75R0","R_0402_1005Metric",7.826378,3.181020,90.000000,top
"R169","75R0","R_0402_1005Metric",7.911378,1.999020,90.000000,top
"R170","75R0","R_0402_1005Metric",7.869449,1.999799,90.000000,top
"R171","75R0","R_0402_1005Metric",7.825378,1.998020,90.000000,top
"R172","75R0","R_0402_1005Metric",7.780378,1.998020,90.000000,top
"R173","75R0","R_0402_1005Metric",9.236378,4.014020,0.000000,top
"R174","75R0","R_0402_1005Metric",9.236378,3.972020,0.000000,top
"R175","75R0","R_0402_1005Metric",9.236378,3.917020,0.000000,top
"R176","75R0","R_0402_1005Metric",9.236378,3.869020,0.000000,top
"R177","75R0","R_0402_1005Metric",8.518898,3.122341,90.000000,top
"R178","75R0","R_0402_1005Metric",8.477898,3.122341,90.000000,top
"R179","75R0","R_0402_1005Metric",8.434551,3.122341,90.000000,top
"R180","75R0","R_0402_1005Metric",8.391898,3.124246,90.000000,top
"R181","75R0","R_0402_1005Metric",8.773378,2.031020,90.000000,top
"R182","75R0","R_0402_1005Metric",8.731378,2.031020,90.000000,top
"R183","75R0","R_0402_1005Metric",8.689378,2.030925,90.000000,top
"R184","75R0","R_0402_1005Metric",8.646472,2.030925,90.000000,top
"R185","75R0","R_0402_1005Metric",8.868378,3.998020,0.000000,top
"R186","75R0","R_0402_1005Metric",8.867378,3.954020,0.000000,top
"R187","75R0","R_0402_1005Metric",9.236378,3.819020,0.000000,top
"R188","75R0","R_0402_1005Metric",9.236378,3.765020,0.000000,top
"R189","75R0","R_0402_1005Metric",9.273776,3.114307,90.000000,top
"R190","75R0","R_0402_1005Metric",9.232776,3.114307,90.000000,top
"R191","75R0","R_0402_1005Metric",9.191776,3.114118,90.000000,top
"R192","75R0","R_0402_1005Metric",9.150681,3.114213,90.000000,top
"R193","75R0","R_0402_1005Metric",9.522378,2.021020,90.000000,top
"R194","75R0","R_0402_1005Metric",9.479378,2.021020,90.000000,top
"R195","75R0","R_0402_1005Metric",9.435378,2.020925,90.000000,top
"R196","75R0","R_0402_1005Metric",9.392378,2.021831,90.000000,top
"R197","100R0","R_0402_1005Metric",6.898228,6.508898,180.000000,top
"R198","100R0","R_0402_1005Metric",7.016339,6.508898,180.000000,top
"R199","100R0","R_0402_1005Metric",7.114442,6.508898,0.000000,top
"R200","100R0","R_0402_1005Metric",7.213189,6.508898,180.000000,top
"R201","100R0","R_0402_1005Metric",7.415115,6.305158,-90.000000,top
"R202","100R0","R_0402_1005Metric",7.415115,6.207914,-90.000000,top
"R203","100R0","R_0402_1005Metric",7.415115,6.107815,-90.000000,top
"R204","100R0","R_0402_1005Metric",7.415115,6.010107,-90.000000,top
"R205","2K0","R_0603_1608Metric",10.707474,3.531915,90.000000,top
"R206","2K0","R_0603_1608Metric",11.997474,3.796911,180.000000,top
"R207","10K0","R_0402_1005Metric",12.923553,4.302502,-90.000000,top
"R208","75R0","R_0402_1005Metric",10.655380,3.898911,180.000000,top
"R209","75R0","R_0402_1005Metric",10.655380,3.951352,180.000000,top
"R210","75R0","R_0402_1005Metric",10.655380,4.001911,180.000000,top
"R211","75R0","R_0402_1005Metric",10.654474,4.043911,180.000000,top
"R212","75R0","R_0402_1005Metric",10.317474,3.185817,90.000000,top
"R213","75R0","R_0402_1005Metric",10.273474,3.185817,90.000000,top
"R214","75R0","R_0402_1005Metric",10.229474,3.185817,90.000000,top
"R215","75R0","R_0402_1005Metric",10.185474,3.185817,90.000000,top
"R216","75R0","R_0402_1005Metric",10.282474,2.003006,90.000000,top
"R217","75R0","R_0402_1005Metric",10.239474,2.003006,90.000000,top
"R218","75R0","R_0402_1005Metric",10.195474,2.003006,90.000000,top
"R219","75R0","R_0402_1005Metric",10.151474,2.001911,90.000000,top
"R220","75R0","R_0402_1005Metric",10.361474,4.058911,180.000000,top
"R221","75R0","R_0402_1005Metric",10.360380,4.099911,180.000000,top
"R222","75R0","R_0402_1005Metric",10.360380,4.140911,180.000000,top
"R223","75R0","R_0402_1005Metric",10.361474,4.183911,180.000000,top
"R224","75R0","R_0402_1005Metric",11.064474,3.179911,90.000000,top
"R225","75R0","R_0402_1005Metric",11.023474,3.179911,90.000000,top
"R226","75R0","R_0402_1005Metric",10.982474,3.179911,90.000000,top
"R227","75R0","R_0402_1005Metric",10.942474,3.179911,90.000000,top
"R228","75R0","R_0402_1005Metric",11.027474,1.997911,90.000000,top
"R229","75R0","R_0402_1005Metric",10.985545,1.998691,90.000000,top
"R230","75R0","R_0402_1005Metric",10.941474,1.996911,90.000000,top
"R231","75R0","R_0402_1005Metric",10.896474,1.996911,90.000000,top
"R232","75R0","R_0402_1005Metric",12.352474,4.012911,0.000000,top
"R233","75R0","R_0402_1005Metric",12.352474,3.970911,0.000000,top
"R234","75R0","R_0402_1005Metric",12.352474,3.915911,0.000000,top
"R235","75R0","R_0402_1005Metric",12.352474,3.867911,0.000000,top
"R236","75R0","R_0402_1005Metric",11.689927,3.115911,90.000000,top
"R237","75R0","R_0402_1005Metric",11.648927,3.115911,90.000000,top
"R238","75R0","R_0402_1005Metric",11.605581,3.115911,90.000000,top
"R239","75R0","R_0402_1005Metric",11.562927,3.117817,90.000000,top
"R240","75R0","R_0402_1005Metric",11.889474,2.029911,90.000000,top
"R241","75R0","R_0402_1005Metric",11.847474,2.029911,90.000000,top
"R242","75R0","R_0402_1005Metric",11.805474,2.029817,90.000000,top
"R243","75R0","R_0402_1005Metric",11.762569,2.029817,90.000000,top
"R244","75R0","R_0402_1005Metric",11.984474,3.996911,0.000000,top
"R245","75R0","R_0402_1005Metric",11.983474,3.952911,0.000000,top
"R246","75R0","R_0402_1005Metric",12.352474,3.817911,0.000000,top
"R247","75R0","R_0402_1005Metric",12.352474,3.763911,0.000000,top
"R248","75R0","R_0402_1005Metric",12.410022,3.111911,90.000000,top
"R249","75R0","R_0402_1005Metric",12.369022,3.111911,90.000000,top
"R250","75R0","R_0402_1005Metric",12.328022,3.111722,90.000000,top
"R251","75R0","R_0402_1005Metric",12.286927,3.111817,90.000000,top
"R252","75R0","R_0402_1005Metric",12.638474,2.019911,90.000000,top
"R253","75R0","R_0402_1005Metric",12.595474,2.019911,90.000000,top
"R254","75R0","R_0402_1005Metric",12.551474,2.019817,90.000000,top
"R255","75R0","R_0402_1005Metric",12.508474,2.020722,90.000000,top
"R256","2K0","R_0402_1005Metric",8.541339,5.849803,90.000000,top
"R257","2K0","R_0402_1005Metric",9.120669,5.669291,180.000000,top
"R258","2K0","R_0402_1005Metric",8.988189,5.721850,-90.000000,top
"R259","4K7","R_0402_1005Metric",2.448819,6.893701,90.000000,top
"R260","68K1","R_0402_1005Metric",2.110236,6.515157,180.000000,top
"R261","10K0","R_0402_1005Metric",2.090551,6.452165,-90.000000,top
"R262","32K4","R_0402_1005Metric",2.086024,6.381890,180.000000,top
"R263","10K0","R_0402_1005Metric",2.066929,6.322835,-90.000000,top
"R264","18K7","R_0402_1005Metric",2.003346,6.381299,0.000000,top
"R265","10K0","R_0402_1005Metric",2.023622,6.322835,-90.000000,top
"R266","14K3","R_0402_1005Metric",1.894882,6.511811,0.000000,top
"R267","1K1","R_0402_1005Metric",1.973031,6.511811,0.000000,top
"R268","10K0","R_0402_1005Metric",1.972441,6.468504,180.000000,top
"R269","100K0","R_0402_1005Metric",2.055118,6.893701,-90.000000,top
"T1","SM51589PEL","SM51589PEL",0.867906,2.548362,-90.000000,top
"T2","SM51589PEL","SM51589PEL",0.938906,1.429362,-90.000000,top
"T3","SM51589PEL","SM51589PEL",1.607945,2.548362,-90.000000,top
"T4","SM51589PEL","SM51589PEL",1.676906,1.428961,-90.000000,top
"T5","SM51589PEL","SM51589PEL",2.349358,2.548866,-90.000000,top
"T6","SM51589PEL","SM51589PEL",2.417906,1.428961,-90.000000,top
"T7","SM51589PEL","SM51589PEL",3.089358,2.548866,-90.000000,top
"T8","SM51589PEL","SM51589PEL",3.157906,1.428961,-90.000000,top
"T9","SM51589PEL","SM51589PEL",3.983978,2.548305,-90.000000,top
"T10","SM51589PEL","SM51589PEL",4.054978,1.429305,-90.000000,top
"T11","SM51589PEL","SM51589PEL",4.724018,2.548305,-90.000000,top
"T12","SM51589PEL","SM51589PEL",4.792978,1.428904,-90.000000,top
"T13","SM51589PEL","SM51589PEL",5.465431,2.548809,-90.000000,top
"T14","SM51589PEL","SM51589PEL",5.533978,1.428904,-90.000000,top
"T15","SM51589PEL","SM51589PEL",6.205431,2.548809,-90.000000,top
"T16","SM51589PEL","SM51589PEL",6.273978,1.428904,-90.000000,top
"T17","SM51589PEL","SM51589PEL",7.099378,2.549020,-90.000000,top
"T18","SM51589PEL","SM51589PEL",7.170378,1.430020,-90.000000,top
"T19","SM51589PEL","SM51589PEL",7.839418,2.549020,-90.000000,top
"T20","SM51589PEL","SM51589PEL",7.908378,1.429618,-90.000000,top
"T21","SM51589PEL","SM51589PEL",8.580831,2.549524,-90.000000,top
"T22","SM51589PEL","SM51589PEL",8.649378,1.429618,-90.000000,top
"T23","SM51589PEL","SM51589PEL",9.320831,2.549524,-90.000000,top
"T24","SM51589PEL","SM51589PEL",9.389378,1.429618,-90.000000,top
"T25","SM51589PEL","SM51589PEL",10.215474,2.547911,-90.000000,top
"T26","SM51589PEL","SM51589PEL",10.286474,1.428911,-90.000000,top
"T27","SM51589PEL","SM51589PEL",10.955514,2.547911,-90.000000,top
"T28","SM51589PEL","SM51589PEL",11.024474,1.428510,-90.000000,top
"T29","SM51589PEL","SM51589PEL",11.696927,2.548415,-90.000000,top
"T30","SM51589PEL","SM51589PEL",11.765474,1.428510,-90.000000,top
"T31","SM51589PEL","SM51589PEL",12.436927,2.548415,-90.000000,top
"T32","SM51589PEL","SM51589PEL",12.505474,1.428510,-90.000000,top
"U1","XC7A35T-FTG256","Xilinx_FTG256",6.811024,5.905512,0.000000,top
"U2","VSC8658","VSC8658",1.979371,4.019137,180.000000,top
"U4","TPS565208","SOT-23-6",4.297181,7.762420,0.000000,top
"U5","TPS565208","SOT-23-6",5.340362,7.762759,0.000000,top
"U6","TPS565208","SOT-23-6",6.456055,7.762759,0.000000,top
"U7","VSC8658","VSC8658",5.095444,4.019080,180.000000,top
"U8","VSC8658","VSC8658",8.210843,4.019794,180.000000,top
"U9","VSC8658","VSC8658",11.326940,4.018686,180.000000,top
"U10","W25Q128JVS","SOIC-8_5.23x5.23mm_P1.27mm",9.265748,5.521654,0.000000,top
"U11","TXB0108PW","TSSOP-20_4.4x6.5mm_P0.65mm",8.748031,5.694882,0.000000,top
"X1","LFSPXO076034CUTT","LFSPXO076034",7.604331,6.383858,180.000000,top
